user_id	jobroles	career_level	discipline_id	industry_id	country	region	experience_n_entries_class	experience_years_experience	experience_years_in_current	edu_degree	edu_fieldofstudies
2671525	4284901	5	0	0	de	0	3	6	2	0	
2671601	1072229,3632693	3	20	1	de	9	3	4	1	2	3
2671627	0	NULL	0	0	de	3	2	2	0	1	5,2
2671668	4490078	4	0	0	de	0	2	5	4	2	
2671677	1549791	5	0	15	de	1	1	6	6	0	3
2671796	3828966	NULL	0	0	at	0	2	3	1	1	8
2671913	3793361,2534874	0	0	15	de	9	2	4	2	2	7
2672075	3293484	3	0	0	de	0	3	7	3	0	8
2672373	3456869	0	0	0	at	0	1	4	4	2	
2672464	1775483	0	0	11	ch	0	2	5	0	0	
2672608	3240672	0	0	0	de	0	3	2	1	1	8
2672669	494116	3	2	14	at	0	3	5	1	2	3,8
2672721	1898461	0	0	10	at	0	1	0	0	0	5
2672728	0	3	0	0	de	0	2	2	2	0	
2672775	1204519	3	0	21	de	9	1	6	6	0	
2672978	76751,1581843	4	0	0	de	0	3	4	4	2	8
2673003	312113,4397408,3269070,1454561	0	0	0	non_dach	0	3	4	2	0	5
2673189	0	3	22	20	de	7	3	5	2	2	8
2673265	1057841,1038436	3	0	0	de	0	2	6	2	2	2,7
2673308	0	NULL	0	0	de	6	1	0	0	0	
2673428	3868946	NULL	0	0	de	7	1	3	1	2	3
2673531	2276399,4284901	6	0	0	de	0	3	7	3	2	8
2673553	579384	3	0	0	de	0	2	2	1	1	
2673730	0	NULL	0	0	de	9	2	7	0	0	3
2673783	3412174,76751	0	0	0	de	0	3	7	2	1	
2673880	3533669	0	0	5	de	1	3	7	1	0	
2673906	0	NULL	0	0	de	10	2	4	0	0	2,8
2673955	2378915,1792965,502342	NULL	0	0	non_dach	0	3	4	2	1	
2673957	1438550	0	0	14	de	9	3	5	3	2	
2674113	1549791,524518,3580664	3	0	0	de	0	3	4	4	2	6,8
2674264	2172279,229082	4	0	0	ch	0	3	6	2	3	8
2674265	1057841,213841	0	0	11	non_dach	0	2	4	2	0	7
2674292	1792965	3	0	18	de	9	2	5	5	0	4
2674305	4499767	0	3	1	de	9	3	7	2	0	
2674342	2210017,4499767	3	0	0	de	0	2	3	2	0	
2674437	0	0	0	16	de	10	1	0	0	0	
2674504	635441	5	0	11	ch	0	2	6	4	0	8
2674550	3526231,2099442,2111897	4	19	9	de	7	3	7	2	0	3
2674692	494116,2443871,2965627	4	0	0	de	0	3	4	0	2	
2674720	502342	0	0	23	de	3	2	6	4	0	
2674880	0	NULL	0	0	de	1	1	0	0	0	
2674895	3145630	4	19	15	de	7	3	7	1	0	2
2674975	3482421	6	0	0	de	0	2	7	5	0	
2675025	502342	5	0	17	de	10	1	4	4	0	
2675123	2856334,3378061	3	0	8	de	0	3	7	1	0	
2675176	30045	0	0	0	de	0	3	6	1	2	3
2675198	3395541	3	0	0	de	0	1	0	0	2	4,7
2675205	0	NULL	0	0	de	7	2	0	0	1	
2675207	2221272	NULL	0	0	de	3	2	4	4	2	2
2675327	0	NULL	0	0	de	9	1	0	0	0	8
2675386	3240672	0	0	21	de	1	1	4	4	0	
2675430	1359014	3	0	2	de	9	1	7	5	0	
2675467	3287640	3	0	0	de	0	3	5	4	0	
2675487	3028585,1696188,4194262	0	2	14	de	7	3	7	1	0	2
2675564	3079492	0	0	8	de	9	3	4	1	2	8
2675602	3250295,3794933,3456869	0	0	18	de	2	2	4	1	0	
2675609	76751,654490,3813315	0	0	21	de	0	3	5	2	0	5
2675636	1549791	6	0	0	de	0	3	6	5	0	5
2675764	3044328,524518,2573697,2616578	NULL	0	0	de	1	3	7	3	2	
2675870	3985345	4	6	21	de	10	3	5	2	2	4,2,7
2676289	2870601,4300186	4	0	0	de	0	1	4	4	3	5
2676533	0	NULL	0	0	de	1	3	7	0	2	8
2676608	1394181	0	0	23	de	7	3	4	1	2	2
2676628	1576827	0	0	0	de	0	3	3	3	1	8
2676803	3427728	0	0	3	at	0	1	4	3	0	8
2676866	2810794,3482421,2885875	4	0	0	de	0	2	6	4	2	
2676879	221785,2573697,996660	4	0	0	de	0	2	4	1	0	2,8
2676882	3849009,494116	0	0	19	de	9	3	4	3	0	3
2676911	0	NULL	0	0	de	7	3	0	0	0	4
2676962	2585795,4499478,3689751	3	23	15	de	7	3	7	3	0	
2677020	508637	0	0	0	de	0	3	4	2	0	
2677050	1119112	0	0	16	de	10	2	7	6	3	
2677061	2573697,494116,269366	NULL	0	0	de	3	3	5	1	2	
2677128	2554798	3	0	0	de	0	2	4	2	0	
2677417	2285759	0	0	2	de	7	3	5	1	2	5
2677499	1549791,744365,2169794	6	0	7	at	0	2	6	4	0	
2677514	2111897	0	0	0	de	0	2	7	5	0	
2677683	3499434	4	0	1	de	9	3	7	4	0	
2677721	0	NULL	0	0	de	6	3	6	0	0	2
2677726	1869869	0	0	0	de	0	2	3	1	0	3
2677728	3903197	3	0	0	de	0	1	4	3	1	
2677879	996660	4	11	8	ch	0	2	5	2	0	
2677995	3293484,621213,494116,4499478	4	0	0	de	0	1	4	3	1	8
2678014	4284901,2158819,3913136	0	0	17	ch	0	1	0	0	0	
2678064	460872	6	0	21	non_dach	0	1	7	4	0	5
2678147	2978502	4	3	8	de	6	3	7	1	0	
2678201	0	NULL	0	0	de	1	2	3	0	2	3
2678393	1172155	3	0	14	non_dach	0	3	5	3	0	
2678426	0	0	0	6	de	2	1	0	0	0	
2678522	1549791	6	0	12	ch	0	3	7	2	0	
2678550	2314529	1	0	0	de	0	2	5	2	2	3
2678551	1057841	3	6	11	de	7	3	5	2	0	
2678683	3145630,4321623	5	0	8	de	2	3	5	2	0	8
2678732	2506304,4284901,2082758,2769859	4	0	0	ch	0	3	6	2	0	
2678771	2111897	4	14	21	de	10	3	5	2	0	
2678804	0	NULL	0	0	de	0	1	0	0	0	
2678889	1768488,2573697,1466685	3	5	2	de	2	3	5	1	0	
2678908	2027410,1119112,2928384,3720944	3	0	0	ch	0	3	7	3	0	7
2678936	494116,213841,3321196	4	3	15	de	1	3	5	2	0	
2678979	0	NULL	0	0	de	6	3	3	0	2	
2679450	1549791,4499767,3145630	6	0	19	de	4	3	7	4	0	3
2679664	0	NULL	0	0	de	2	3	4	0	2	7
2679747	0	NULL	0	0	de	9	1	0	0	0	
2679816	2424638,4432807,3667946	0	0	21	de	0	2	5	3	1	
2679942	240317	0	0	22	de	0	1	0	0	0	
2680157	2250793,4430200,744365,4249831,4547168,2225949	6	0	16	at	0	2	5	5	0	
2680204	502342	3	0	7	de	6	2	4	3	1	8
2680257	907741,4329775,100039	NULL	0	0	de	7	3	5	1	1	8
2680323	76751	3	0	21	de	6	2	4	2	0	5
2680343	76751	3	0	14	de	9	3	5	3	0	8
2680366	0	NULL	0	0	de	6	3	0	0	0	
2680377	2314529	3	0	1	de	7	2	6	4	2	3
2680402	1549791,315526,3145630,3913136	0	0	2	de	7	1	0	0	0	
2680494	4321623,2965627	0	0	1	de	1	2	4	3	2	8,7
2680549	1953269,43445	3	0	0	ch	0	2	6	3	0	3
2680719	4546220,2928384	0	0	0	de	0	3	7	4	2	4,7
2680890	3241763	5	0	2	de	2	3	7	2	0	
2680937	3908527	6	9	18	at	0	3	7	4	0	2
2680973	0	6	0	15	de	6	3	7	5	0	3
2681044	1953384	0	0	7	at	0	1	0	0	0	
2681071	2573697,116177,3553594,1549791	0	0	21	de	1	2	7	4	0	
2681122	4007215	NULL	0	0	de	9	2	4	1	0	
2681177	2527907	0	0	0	de	0	3	5	4	2	
2681188	2921840,2916123	NULL	0	0	de	0	1	5	5	0	
2681223	1925,234916	3	3	8	de	9	2	5	3	0	3
2681240	4545549	5	3	21	de	1	3	0	0	0	8
2681310	0	NULL	0	0	de	1	3	3	0	1	8
2681422	901174	3	3	1	de	9	1	2	2	0	3
2681423	4484357,4490078,2316982	3	6	23	at	0	3	5	2	0	
2681531	0	NULL	0	0	de	9	1	1	0	2	4
2681544	3432139	3	20	5	de	1	2	5	1	2	3
2681636	0	6	0	0	de	0	2	5	4	0	
2681963	87597,165098,744365	0	0	16	de	3	3	7	1	2	8
2681970	500718	3	0	0	de	0	3	4	1	2	5
2681972	22459	3	8	18	de	2	3	4	2	2	4
2682026	3240672,1581843	0	0	0	de	0	2	5	1	0	
2682275	2083509	0	14	21	non_dach	0	2	4	2	0	5
2682390	612078,2608520,3045450,634110	3	0	1	de	9	3	6	3	2	
2682460	401445	0	23	21	de	3	1	0	0	0	
2682571	3241763	0	0	9	de	10	1	0	0	0	
2682601	914666	4	0	0	de	0	2	7	2	2	3
2682634	3499434,1748222,1581843	4	0	0	de	0	3	6	1	1	8
2682645	745768,1235122,4380932	0	6	11	de	10	3	4	3	0	
2682651	3580664,3737229	0	0	20	de	10	1	0	0	0	8
2682686	4152065,2550008,907741,1893191	4	2	14	de	2	1	5	4	0	8
2682813	412919,221785,3948498	0	0	21	de	2	3	7	2	0	
2682819	901174	0	0	0	de	0	2	3	2	0	
2682859	650659,4532254	0	0	2	non_dach	0	1	7	7	3	
2682878	4572761,502342,2378915	NULL	0	0	de	3	3	4	1	2	8
2682905	4321623,996660	5	9	21	de	6	3	5	2	2	8
2682926	1880278,2469291,2314529	3	14	21	de	9	2	6	4	0	
2683061	3432139	3	0	15	de	6	2	6	3	0	
2683170	2550387,1549178,4490078,4329775,1549791	6	0	0	de	0	3	6	4	2	
2683197	0	NULL	0	0	de	2	2	0	0	0	
2683262	3372075,1437396	0	0	15	de	0	2	6	4	0	
2683267	494116,4451534,4545549,2111897	5	0	0	de	0	3	7	0	0	3
2683365	1441262,3083772	NULL	0	0	de	0	3	4	4	1	
2683370	2314529,1890945,76751	3	14	21	de	7	3	6	6	2	8,2
2683485	4425593,1884662	3	0	0	de	0	2	5	1	0	
2683506	4503371,189085,2314529	3	8	21	de	3	2	4	3	0	
2683529	2394577,4084246,3240672	3	14	3	ch	0	3	7	2	0	
2683556	2111897	4	0	0	de	0	1	6	3	0	
2683578	401445	0	1	21	de	10	1	0	0	0	
2683747	4234104,1851239,3225291,4451534,22459,1434297	0	22	20	de	3	3	0	0	3	3
2683791	0	NULL	0	0	de	1	2	4	0	0	
2683872	757783,2573697,893887,3221536,3288454	0	0	8	at	0	3	5	2	2	8,7
2683954	154542,1118291,1179799	5	0	14	non_dach	0	2	6	4	0	
2683968	774045,4284901,4325610	4	0	9	de	1	3	6	4	3	3
2684010	4236191	3	0	0	ch	0	2	6	1	0	
2684015	3145630,1103394	5	0	0	ch	0	1	7	7	0	8
2684171	4284901,3994470	4	17	18	de	3	3	5	2	1	7
2684274	612078	3	2	1	de	9	3	7	2	2	8
2684341	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
2684346	1057841	3	0	0	de	0	2	3	1	1	8
2684489	1792965	5	0	21	ch	0	1	5	5	0	3
2684496	502342,3288454,4321623	NULL	0	0	de	9	3	4	2	0	8
2684643	362736	0	0	0	de	0	3	4	2	0	
2684651	412919,2978502	NULL	0	0	de	1	1	0	0	0	
2684669	4152065,1667725	3	0	9	de	1	3	5	1	1	
2684993	789130,4368713	0	0	17	ch	0	1	4	3	0	
2685081	744365	3	0	0	de	0	3	6	1	0	2
2685105	3081292	0	0	0	de	0	2	5	4	0	
2685118	996660,1162788,3432139,1880278,3196189,502342,76751,1118975,1189662	4	0	0	de	0	3	5	2	0	
2685279	4574364,3028962	3	0	0	de	0	3	5	3	1	8,2
2685506	4499767	3	0	0	de	0	3	5	3	1	
2685803	76887,502342,76751,2169794	0	0	0	at	0	2	6	6	1	5
2685919	872212	0	0	6	at	0	1	5	5	0	
2685929	3079492,3870375,4138763	0	0	18	de	6	1	2	2	1	4
2686059	128836,2573697	0	0	18	de	2	2	5	3	0	2
2686142	76751,1438550	NULL	0	0	de	6	3	5	2	2	8,4
2686208	0	NULL	0	0	non_dach	0	3	4	0	1	
2686247	213841,1284613	0	0	15	at	0	3	5	2	0	
2686318	2865345,962959,660875	0	0	0	non_dach	0	3	6	3	2	8
2686328	2690571	4	0	19	de	9	3	4	2	2	3
2686474	2483504,3836325	3	0	0	de	0	3	5	1	0	
2686475	1697930,4334626	0	0	14	at	0	1	2	2	0	2
2686550	1745650,453705,4499767,736866	0	0	0	de	0	3	7	4	0	
2686684	2573697,3194113	3	2	21	de	1	3	5	3	2	8
2687060	660875	3	12	16	de	0	1	5	4	0	
2687132	1572134,3378061	4	9	1	de	2	3	6	1	2	2,8,7
2687168	1838753,3119985,3478136,506503,1880959	4	0	0	de	0	3	6	2	0	3
2687447	2645033,1162788,18091,1893191,4284901,2928384	3	9	18	de	6	3	4	4	0	
2687487	2344342,240317	0	0	17	de	9	3	7	1	0	
2687492	1180920,1553977,1613710,76751	0	0	21	de	1	2	7	7	3	5,7,8
2687520	3482421,76751,502342,878374	0	0	14	de	2	3	6	4	0	
2687553	1953384	0	0	7	de	7	1	4	4	0	
2687600	4201034,1937203,1838416,842411	0	0	0	de	0	3	5	5	2	7
2687726	76751,2314529	0	14	21	de	7	1	4	2	1	5
2687737	1129433	3	0	2	de	7	3	4	2	2	5
2687767	0	NULL	0	0	de	13	3	5	0	2	3
2687786	3286409,1409397,935309	NULL	0	0	de	2	3	2	1	1	3
2687969	2650617,4141254	0	0	0	de	0	2	4	2	2	8,2
2688040	0	NULL	0	0	de	2	3	5	0	2	8
2688064	2314529	0	0	0	de	0	2	4	2	1	5
2688088	4427905,798927	0	0	21	de	1	1	1	1	0	3
2688168	612078,1581843,1731875,2171926	4	18	1	de	9	2	4	3	3	5
2688205	76751	3	9	18	de	9	3	5	2	1	8,7
2688267	2263061	0	0	15	ch	0	2	0	0	0	
2688428	1549791,4284901	5	0	0	de	0	3	7	4	0	
2688452	734667,1038436	3	0	19	de	10	2	6	3	0	
2688465	0	NULL	0	0	ch	0	1	0	0	0	5
2688552	4284901	6	0	21	de	2	3	6	5	0	3
2688571	4138763	3	9	21	de	6	3	6	2	0	4
2688840	3553594	5	0	15	de	1	3	7	1	0	
2688862	2317118	3	0	5	de	0	1	4	4	2	3
2689182	3425261	0	0	0	de	0	2	6	3	3	
2689288	0	NULL	0	0	de	6	1	0	0	0	
2689592	3737229,645893	0	0	20	de	3	3	5	3	2	2,8
2689701	3500451,1280664	3	7	1	de	2	2	5	2	0	
2689800	3894242	5	0	0	de	0	3	7	1	2	
2689927	0	NULL	0	0	de	10	1	0	0	0	
2689985	127768,172239,18008,1359497	3	0	0	de	0	3	6	1	0	
2689990	1283916,1697930	3	2	14	de	10	3	4	2	2	
2690302	1479545,2896239	0	0	0	de	0	1	3	3	0	
2690402	2580946,4216240	3	0	0	de	0	3	4	2	1	8
2690616	745768	NULL	0	0	de	10	2	3	3	1	6
2690676	2573697,3531097,3293484	3	0	0	de	0	2	6	3	0	8
2690748	1284613	4	0	15	de	9	1	5	3	0	5
2690817	3303501,188102,1581843	0	14	19	ch	0	2	7	4	0	
2690866	4254729	3	2	14	de	10	3	4	3	0	8,2
2691104	4284901	0	0	0	de	0	2	1	1	0	
2691144	3072367,3551384	3	0	9	de	1	2	6	4	0	
2691169	508637	3	14	21	de	1	1	4	4	2	5
2691236	3582227	NULL	0	0	de	3	3	3	1	2	8
2691269	444534	3	0	0	de	0	3	7	6	0	
2691484	0	NULL	0	0	de	10	3	4	0	0	7
2691631	1819239,4321623,2135130,494116	4	0	0	de	0	3	7	4	0	
2691808	494116,500718,3458589	4	0	14	de	1	1	5	3	0	3
2692049	3913136	3	0	8	de	15	3	7	3	0	
2692087	3500451	NULL	0	0	de	3	3	5	1	1	5
2692260	3533669	0	0	0	de	0	2	5	2	0	3
2692492	4266557	NULL	0	0	de	4	1	0	0	0	
2692539	0	NULL	0	0	de	2	2	3	0	0	2,8
2692548	1924308	3	0	1	de	7	3	6	2	0	
2692689	1319614	0	0	7	de	3	2	4	4	0	8
2692712	1766375,1581843,1342939	4	0	21	de	1	3	7	3	0	
2692723	213841,2116758,4284901	5	13	8	de	2	3	7	2	0	
2692977	2325779,1057841	0	0	14	de	2	1	4	4	0	
2692998	1637063,4533036,154053	NULL	0	0	de	14	2	6	2	0	5
2693036	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
2693179	4432807,2428262	3	0	15	de	10	3	7	3	0	3
2693406	440118	4	0	0	de	0	3	5	1	0	3
2693813	0	NULL	0	0	de	9	1	5	0	0	
2693850	76751,502342	3	2	14	de	0	2	4	3	3	8
2693853	312113	3	23	21	de	6	3	5	2	2	3
2693902	0	NULL	0	0	de	6	3	5	0	0	
2693982	3081292	0	0	5	de	1	1	0	0	0	
2694075	4072977	0	0	15	de	9	1	0	0	0	
2694097	4469380,3079492,4384150	NULL	0	0	de	7	3	2	2	2	8
2694151	3500451	0	0	15	ch	0	1	0	0	0	
2694312	2865345	0	0	4	de	3	3	6	1	2	8,7
2694353	2978502	3	7	21	de	0	3	7	2	0	
2694426	0	NULL	0	0	de	9	1	4	0	0	
2694466	420011	4	3	15	de	0	1	0	0	0	
2694573	0	NULL	0	0	de	7	3	7	0	0	8
2694589	1549791	6	2	14	de	2	2	6	4	2	5
2694616	2870601	4	0	0	de	0	3	7	2	0	5
2694656	492263	6	2	14	de	1	2	5	5	0	
2694677	203637,1014996	0	0	15	ch	0	1	0	0	0	
2694806	991642	3	0	1	de	1	1	4	3	2	8
2694855	2617105	0	0	9	de	3	3	4	2	3	2,8
2694915	640956	NULL	0	0	de	9	3	4	2	2	5
2694919	1581843	4	0	0	de	0	1	5	5	0	3
2694970	3099696,4547168,3516274,4432807	0	0	22	de	2	1	0	0	0	
2695244	2527907,285577	3	18	10	de	9	3	5	2	2	8,2
2695388	734667,2928384,221785,846419	0	0	0	de	0	3	0	0	0	
2695433	3913136	0	0	8	de	4	1	0	0	0	
2695517	3432139,4438218	3	0	0	de	0	2	3	3	0	
2695607	4155881,500718	0	0	0	de	0	3	6	2	3	8
2695730	1389761	0	0	18	de	6	3	5	2	2	4
2695829	0	0	0	2	de	1	3	4	2	2	8
2695903	1549791	6	19	21	de	1	3	7	4	3	5
2695904	2623310,2585795,3804838,3099696	3	0	0	de	0	3	5	2	2	8
2695957	2632767,500718	5	0	0	de	0	1	5	4	0	
2695971	726713	3	0	4	de	3	2	7	3	0	
2695999	1389761	4	9	18	de	2	3	7	2	0	7
2696006	283291,76751	3	2	15	de	1	3	7	2	0	3
2696016	901174,3656021	3	3	1	de	10	3	6	1	1	
2696124	3582227	0	0	15	de	0	1	3	3	0	
2696419	4284901,1319614	NULL	0	0	de	10	1	7	4	0	2
2696446	2142758	0	0	15	de	6	3	7	2	0	
2696464	0	NULL	0	0	de	13	3	4	0	0	
2696604	0	NULL	0	0	at	0	2	3	0	0	3,5
2696652	4200331,328529	3	2	2	de	7	2	4	3	1	
2696723	2666092	3	0	0	non_dach	0	2	5	2	2	5
2696866	2169794,744365,645893	6	2	14	de	6	3	7	4	0	2
2697032	0	6	0	1	de	0	2	7	5	0	
2697042	412919	0	0	0	de	0	3	4	1	0	8,2
2697056	0	NULL	0	0	de	9	3	6	0	0	
2697295	0	0	0	14	de	2	3	4	4	0	
2697391	1780765	3	0	0	de	0	3	4	1	2	5
2697400	58356,1667725	NULL	0	0	at	0	1	3	3	0	5
2697458	2101651,769358	3	7	21	de	9	1	0	0	0	
2697475	272304,3705605,1581843,2865345	3	5	2	de	3	1	4	4	0	
2697552	2630003,1581843	4	9	8	de	6	3	4	2	2	8
2697595	2261805	2	0	15	de	7	3	5	2	2	5
2697629	1162788,4499767,502342,931299	5	2	14	de	10	3	6	4	2	3
2697728	0	NULL	0	0	de	0	1	2	0	2	
2697795	2158819	NULL	0	0	de	0	1	0	0	2	3
2697866	280732	3	6	11	de	7	2	5	4	0	8
2697985	1549791	6	0	0	de	0	3	4	2	2	3
2698067	3580664	0	0	20	de	7	3	4	1	2	8
2698205	4521727,1523848,2623310	2	0	0	de	0	2	4	4	0	
2698225	736866,1463549,76751	3	6	3	de	1	3	5	2	2	8
2698234	2804344,2100408	2	13	9	de	2	3	4	1	1	
2698246	3482421,915206	3	0	0	de	0	3	1	1	0	
2698300	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
2698500	0	NULL	0	0	de	7	1	0	0	0	3
2698589	2591149	0	0	0	de	0	1	2	2	1	3
2698615	0	NULL	0	0	de	0	2	4	0	0	3
2698701	1096386,524518,1960078	3	0	0	de	0	3	5	0	3	
2698826	2314529,605391	4	14	21	at	0	2	4	2	0	
2698847	500718	0	0	1	de	1	2	4	2	2	5
2698850	3418410,4133638,1284613,4451534	0	0	0	de	0	3	4	2	1	8
2698934	1057841,688283,4499478	3	0	0	de	0	3	4	1	0	8
2698966	234916,1502529,3516274	0	0	0	de	0	3	4	3	2	8,6
2698978	3543754	0	0	13	de	3	1	0	0	0	
2699001	2002979	3	0	21	de	1	2	6	4	0	
2699004	2865345	3	0	0	de	0	2	4	1	0	
2699015	4007215	NULL	0	0	de	2	3	4	1	1	
2699091	4533036	0	0	13	ch	0	3	5	1	1	5
2699097	3370475	4	3	15	de	3	3	7	2	0	3
2699117	2314529,3424181	2	0	0	de	0	2	4	4	2	4
2699145	0	NULL	0	0	de	9	1	0	0	0	5
2699313	3081292,4502913,494116	4	0	8	de	9	2	7	4	0	
2699343	4393191,3145630	0	0	0	ch	0	3	5	1	0	3
2699367	3499434	0	0	0	de	0	3	7	2	2	8
2699396	2249606,1822565	0	0	0	de	0	1	5	5	0	
2699501	4284901	4	0	0	de	0	3	6	2	0	8
2699542	1890945	3	0	21	de	6	3	5	4	0	
2699710	494116,154542,4261419	4	9	21	de	2	2	5	5	0	8
2699894	3145630	4	0	0	de	0	2	7	5	2	7
2699914	0	NULL	0	0	non_dach	0	2	3	0	1	8
2699986	2566476	0	0	19	de	10	3	7	2	0	
2700054	2434511	3	0	0	de	0	3	4	1	0	
2700140	4159968,3293484,2385717,4499767	3	10	8	de	9	2	4	3	0	8
2700359	0	0	0	0	de	0	1	5	3	0	
2700380	3438931,4416478,3425261,3067228,4430200,2717445,1048473	0	0	15	de	3	2	5	5	0	
2700471	0	4	0	0	non_dach	0	3	6	2	0	
2700514	2130199	0	9	18	de	6	3	5	1	2	4
2700521	1792965,882686,2722009,3852879	3	0	10	de	2	3	7	5	0	
2700564	1549791	6	19	21	at	0	1	6	6	0	
2700566	2111897	0	3	21	de	10	2	4	2	0	
2700574	0	6	0	15	de	7	3	7	6	0	
2700878	76751	2	0	0	de	0	3	5	1	0	
2700885	3418410	0	0	0	de	0	3	3	2	1	2,7
2700894	3364357,3913136	3	0	13	de	3	3	6	3	0	2,7
2700998	502342,4155779	3	0	5	de	9	3	6	4	0	3
2701029	0	NULL	0	0	at	0	3	4	0	1	3
2701063	1581843,1549791	NULL	0	0	de	7	3	2	2	1	
2701167	1072229	3	0	0	de	0	2	6	2	0	3
2701213	1437162,494116,4239089,4499767	3	3	21	de	2	3	4	2	0	
2701258	512566	0	14	13	de	10	1	0	0	0	
2701275	3433976,1635684	4	14	21	de	6	3	5	2	2	5
2701357	2573697,1012013,1100048,1838416	3	0	21	de	1	1	5	5	0	4,7
2701732	1826305,4284901	5	0	0	non_dach	0	3	7	4	3	
2701768	3005419,313273,1581843,524518,297403	4	0	0	de	0	3	6	3	2	8
2701812	1486351,1072848	3	0	0	de	0	2	6	1	0	
2701916	4321623,2639824	3	0	1	de	7	2	4	4	2	7
2702103	0	0	0	16	ch	0	1	0	0	0	
2702121	1508253,230136,3287640	3	23	5	de	6	3	7	2	0	
2702340	4334626,3145630	5	3	19	de	1	3	7	2	0	8
2702356	635441	NULL	0	0	de	10	3	7	2	0	
2702393	0	NULL	0	0	de	7	1	4	0	0	5
2702420	734667,4124567,3582227	3	13	8	de	10	3	5	2	0	
2702553	0	NULL	0	0	de	1	2	4	0	0	8
2702658	4499478,1581843,1057841,4321623	0	6	1	de	2	3	5	1	0	
2702666	0	NULL	0	0	de	5	3	7	0	2	3
2702677	0	3	2	14	de	6	3	2	2	2	
2702786	3731273	NULL	0	0	de	2	2	1	1	1	3
2702790	2797921	3	12	16	de	1	3	5	2	2	2
2702823	3582227,1438550	4	0	15	de	7	3	0	0	2	7
2702888	1581843,3240672	5	0	0	de	0	3	7	2	0	
2702966	440118	4	0	0	de	0	2	4	4	2	
2703152	2344421	0	0	0	de	0	3	6	2	0	3
2703227	0	NULL	0	0	de	6	2	6	0	0	
2703390	1549791	5	0	7	de	2	1	0	0	0	
2703404	500718,2192605	3	15	22	de	1	3	7	2	0	
2703423	0	NULL	0	0	de	3	2	4	0	2	3
2703459	3293484,612078,524518,1861068	0	0	3	de	9	3	6	3	0	
2703860	3145630,1581843	5	9	18	de	10	3	6	2	0	
2703869	0	NULL	0	0	non_dach	0	1	3	0	0	
2703890	0	NULL	0	0	de	1	1	0	0	0	
2703942	0	6	0	0	de	0	1	5	5	3	8
2703995	3286409	NULL	0	0	de	2	3	4	2	1	
2704223	4205078,3913136	4	0	11	de	9	3	5	1	2	8,2
2704228	3731273,3099696	2	0	0	de	0	1	3	1	0	3
2704345	0	NULL	0	0	de	9	3	5	0	1	8
2704357	301621,1581843	4	9	1	de	1	3	5	3	0	
2704366	2814995	4	0	0	ch	0	2	7	2	0	
2704407	2573697,3656021,2373229,4484357	4	0	0	de	0	3	6	2	0	
2704425	0	NULL	0	0	de	1	3	4	0	3	5
2704558	2765778,4138763,1792965,2705438,1629025,4256572,494116,1965731	NULL	0	0	de	4	3	5	3	1	4
2704588	2314529	NULL	0	0	at	0	3	5	4	1	
2704627	391975	3	14	1	de	9	3	6	1	0	
2704734	128836	0	14	21	de	10	1	3	2	1	
2704758	444534	3	0	0	de	0	3	6	3	0	
2704850	0	NULL	0	0	de	3	3	3	0	2	3
2704870	0	NULL	0	0	de	9	3	4	0	0	3
2704935	3632693,291827,3600555,1443376,1012013	3	0	0	de	0	2	5	3	0	3
2705051	0	NULL	0	0	de	10	1	0	0	0	
2705094	0	NULL	0	0	de	1	1	3	0	2	7,2
2705113	2839689,4499767,2682049	4	0	0	de	0	1	7	6	0	8
2705223	3079492	NULL	0	0	de	9	3	4	1	1	8
2705261	2842350	0	0	21	de	2	3	5	4	0	5
2705495	2978502	4	3	21	de	2	3	6	2	0	
2705522	4284901,3408137	3	9	10	at	0	3	5	1	0	8
2705550	792504	3	0	21	de	9	1	0	0	0	
2705593	3045450,2457543	3	0	0	de	0	1	6	5	2	
2705607	0	NULL	0	0	de	1	3	4	0	2	8,2
2705615	1421086,2469010,654490,154053,3293484,1636882	4	1	21	de	0	1	4	4	0	
2705628	234916,3756865,4203068,1438550,82994,4192942,736866,4154730,962959,2016916	0	0	1	de	6	3	7	6	0	
2705743	1504358,3267260,973920	0	0	1	at	0	3	7	4	0	3
2705905	1549791	5	0	0	de	0	2	7	7	0	
2705908	3499434,4490078	4	0	0	de	0	3	6	3	0	9
2705988	3432139	4	0	21	ch	0	3	7	4	2	5,8
2706080	1792965,4152065,3836325,116177,751977	4	2	15	de	6	3	6	4	0	
2706104	3408137	4	0	0	de	0	3	3	1	2	8
2706416	3378061,612078,1398844	3	21	9	de	1	2	4	2	0	
2706465	0	NULL	0	0	at	0	3	7	0	0	
2706581	0	NULL	0	0	at	0	3	6	0	2	2
2706673	4141254	3	2	2	de	6	3	5	2	2	8
2706891	1581843,3994470	0	0	13	de	1	2	6	4	0	
2706941	3293484	NULL	0	0	de	13	3	5	2	2	5
2707042	3370475,2140778	0	0	1	de	1	1	5	3	0	
2707145	2585795	NULL	0	0	de	8	2	6	3	0	
2707233	4177630	NULL	0	0	at	0	3	3	2	0	5
2707284	0	NULL	0	0	de	1	1	3	0	1	
2707419	3418410	NULL	0	0	de	9	3	7	2	0	
2707619	200338	4	3	2	de	7	2	6	2	2	
2707723	1057568	3	3	1	de	1	2	6	3	0	
2707856	3499434	0	0	16	de	6	1	0	0	0	
